"","Reading","Computer","Sport","Walking","Travelling","Playing music","Volunteering","Mechanic","Gardening","Knitting","Cooking","Fishing","Sex","Age"
"199","No reading","Computer","Sport","Walking","Travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","Cooking","No fishing","M","(25,35]"
"200","No reading","No computer","Sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(55,65]"
"201","Reading","No computer","Sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","M","(45,55]"
"202","Reading","Computer","Sport","No walking","No travelling","Playing music","No volunteering","Mechanic","No gardening","No knitting","Cooking","No fishing","M","(25,35]"
"203","Reading","Computer","Sport","Walking","Travelling","No playing music","Volunteering","No mechanic","No gardening","Knitting","No cooking","No fishing","F","(55,65]"
"204","Reading","Computer","Sport","Walking","Travelling","No playing music","Volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(35,45]"
"205","Reading","Computer","Sport","Walking","Travelling","Playing music","Volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(35,45]"
"206","Reading","Computer","Sport","No walking","Travelling","Playing music","No volunteering","Mechanic","Gardening","Knitting","Cooking","No fishing","F","(45,55]"
"207","Reading","No computer","No sport","No walking","Travelling","No playing music","Volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","M","(45,55]"
"208","Reading","No computer","Sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(25,35]"
"209","Reading","Computer","Sport","No walking","No travelling","Playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","F","(25,35]"
"210","Reading","Computer","No sport","No walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","[15,25]"
"211","Reading","Computer","No sport","Walking","Travelling","Playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(65,75]"
"212","Reading","Computer","No sport","No walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","Knitting","No cooking","No fishing","F","(35,45]"
"213","Reading","No computer","No sport","No walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(85,100]"
"214","Reading","Computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","[15,25]"
"215","No reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","F","(55,65]"
"216","Reading","Computer","Sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","[15,25]"
"217","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(45,55]"
"218","Reading","Computer","No sport","No walking","Travelling","Playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","[15,25]"
"219","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","Knitting","Cooking","No fishing","F","(65,75]"
"220","Reading","No computer","Sport","No walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(55,65]"
"221","Reading","Computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","[15,25]"
"222","No reading","Computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","Knitting","No cooking","No fishing","F","(45,55]"
"223","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","Knitting","No cooking","No fishing","F","(45,55]"
"224","Reading","Computer","Sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(25,35]"
"225","No reading","Computer","No sport","No walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","M","(45,55]"
"226","Reading","Computer","Sport","Walking","No travelling","Playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(25,35]"
"227","Reading","Computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(55,65]"
"228","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(65,75]"
"229","Reading","Computer","Sport","No walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(25,35]"
"230","Reading","No computer","No sport","No walking","No travelling","No playing music","Volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(65,75]"
"231","Reading","Computer","Sport","No walking","Travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","F","(35,45]"
"232","Reading","No computer","No sport","Walking","Travelling","No playing music","Volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","F","(35,45]"
"233","Reading","Computer","No sport","Walking","Travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","Cooking","No fishing","M","(45,55]"
"234","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(45,55]"
"235","No reading","No computer","Sport","No walking","No travelling","Playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(45,55]"
"236","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","M","(25,35]"
"237","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","F","[15,25]"
"238","Reading","No computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(65,75]"
"239","Reading","Computer","No sport","No walking","No travelling","Playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(35,45]"
"240","No reading","Computer","Sport","No walking","Travelling","No playing music","Volunteering","Mechanic","Gardening","Knitting","No cooking","No fishing","F","(65,75]"
"241","Reading","No computer","Sport","Walking","Travelling","No playing music","No volunteering","Mechanic","Gardening","Knitting","Cooking","No fishing","F","(45,55]"
"242","Reading","No computer","Sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","Fishing","M","(65,75]"
"243","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","Knitting","Cooking","No fishing","F","(55,65]"
"244","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","Knitting","Cooking","No fishing","F","(75,85]"
"245","Reading","No computer","Sport","No walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","F","(45,55]"
"246","Reading","Computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","M","(25,35]"
"247","Reading","No computer","Sport","Walking","No travelling","Playing music","No volunteering","No mechanic","Gardening","Knitting","Cooking","No fishing","F","(55,65]"
"248","Reading","Computer","Sport","Walking","Travelling","Playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","M","(55,65]"
"249","Reading","No computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(25,35]"
